sensor_data_id,crane_id,component_id,timestamp,temperature,vibration,load,motor_current,hydraulic_pressure,runtime_hours,ambient_temperature,temp_rolling_avg,vib_rolling_avg,health_label,RUL
SD-00778,CR-004,CMP-001,2026-09-13 01:42,59.32,0.281,19.4,27.8,142.4,1640.8,31.3,59.32,0.281,Normal,438
SD-00779,CR-004,CMP-001,2026-09-13 05:18,58.97,0.301,19.3,25.6,146.9,1644.4,25.9,58.97,0.301,Normal,432
SD-00780,CR-004,CMP-001,2026-09-13 08:54,60.99,0.261,19.4,29.7,148.4,1648.0,28.5,60.99,0.261,Normal,426
SD-00781,CR-004,CMP-001,2026-09-13 12:30,59.72,0.277,20.9,27.0,140.9,1651.6,29.3,59.72,0.277,Normal,420
SD-00782,CR-004,CMP-001,2026-09-13 16:06,59.04,0.262,15.1,27.3,144.7,1655.2,28.5,59.04,0.262,Normal,414
SD-00783,CR-004,CMP-001,2026-09-13 19:42,61.14,0.321,17.6,27.7,147.0,1658.8,30.5,61.14,0.321,Normal,408
SD-00784,CR-004,CMP-001,2026-09-13 23:18,60.15,0.281,16.0,25.8,147.7,1662.4,29.2,60.15,0.281,Normal,402
SD-00785,CR-004,CMP-001,2026-09-14 02:54,60.69,0.295,20.8,27.3,148.8,1666.0,27.9,60.69,0.295,Normal,396
SD-00786,CR-004,CMP-001,2026-09-14 06:30,59.27,0.324,18.8,28.5,145.3,1669.6,27.9,59.27,0.324,Normal,390
SD-00787,CR-004,CMP-001,2026-09-14 10:06,62.87,0.347,19.4,28.2,149.0,1673.2,29.0,62.87,0.347,Normal,384
SD-00788,CR-004,CMP-001,2026-09-14 13:42,60.03,0.288,17.8,23.2,145.8,1676.8,27.0,60.03,0.288,Normal,378
SD-00789,CR-004,CMP-001,2026-09-14 17:18,61.91,0.301,15.6,27.9,140.8,1680.4,28.9,61.91,0.301,Normal,372
SD-00790,CR-004,CMP-001,2026-09-14 20:54,60.35,0.338,16.4,28.1,139.5,1684.0,29.4,60.35,0.338,Normal,366
SD-00791,CR-004,CMP-001,2026-09-15 00:30,60.62,0.32,18.0,28.6,151.4,1687.6,27.4,60.62,0.32,Normal,360
SD-00792,CR-004,CMP-001,2026-09-15 04:06,60.17,0.257,16.3,28.1,149.4,1691.2,27.5,60.17,0.257,Normal,354
SD-00793,CR-004,CMP-001,2026-09-15 07:42,59.72,0.284,16.9,28.4,139.0,1694.8,30.6,59.72,0.284,Normal,348
SD-00794,CR-004,CMP-001,2026-09-15 11:18,59.2,0.329,15.5,29.0,147.7,1698.4,28.8,59.2,0.329,Normal,342
SD-00795,CR-004,CMP-001,2026-09-15 14:54,58.81,0.31,15.6,27.6,149.1,1702.0,29.6,58.81,0.31,Normal,336
SD-00796,CR-004,CMP-001,2026-09-15 18:30,60.02,0.261,19.3,28.0,135.7,1705.6,29.6,60.02,0.261,Normal,330
SD-00797,CR-004,CMP-001,2026-09-15 22:06,59.97,0.348,15.8,23.2,146.1,1709.2,28.6,59.97,0.348,Normal,324
SD-00798,CR-004,CMP-001,2026-09-16 01:42,57.97,0.261,23.5,27.5,147.9,1712.8,26.7,57.97,0.261,Normal,318
SD-00799,CR-004,CMP-001,2026-09-16 05:18,57.49,0.293,17.5,27.4,144.5,1716.4,28.5,57.49,0.293,Normal,312
SD-00800,CR-004,CMP-001,2026-09-16 08:54,59.82,0.249,19.0,25.1,136.8,1720.0,29.5,59.82,0.249,Normal,306
SD-00801,CR-005,CMP-002,2026-08-17 12:30,89.27,2.291,29.8,59.2,207.9,1003.6,24.8,89.27,2.291,High Risk,450
SD-00802,CR-005,CMP-002,2026-08-17 16:06,86.27,2.408,38.3,60.3,216.1,1007.2,24.2,86.27,2.408,High Risk,447
SD-00803,CR-005,CMP-002,2026-08-17 19:42,89.89,2.199,34.9,61.0,220.6,1010.8,26.3,89.89,2.199,High Risk,445
SD-00804,CR-005,CMP-002,2026-08-17 23:18,89.93,2.288,33.5,61.3,203.2,1014.4,28.0,89.93,2.288,High Risk,443
SD-00805,CR-005,CMP-002,2026-08-18 02:54,88.32,2.376,34.3,65.2,217.4,1018.0,25.9,88.32,2.376,High Risk,441
SD-00806,CR-005,CMP-002,2026-08-18 06:30,90.77,2.172,35.8,64.5,194.7,1021.6,28.2,90.77,2.172,High Risk,439
SD-00807,CR-005,CMP-002,2026-08-18 10:06,87.55,2.246,38.1,59.4,203.5,1025.2,28.2,87.55,2.246,High Risk,436
SD-00808,CR-005,CMP-002,2026-08-18 13:42,90.55,2.349,37.5,64.1,192.6,1028.8,26.9,90.55,2.349,High Risk,434
SD-00809,CR-005,CMP-002,2026-08-18 17:18,87.56,2.452,26.1,72.2,214.2,1032.4,28.3,87.56,2.452,High Risk,432
SD-00810,CR-005,CMP-002,2026-08-18 20:54,92.03,2.742,36.6,65.8,211.0,1036.0,27.7,92.03,2.742,High Risk,430
SD-00811,CR-005,CMP-002,2026-08-19 00:30,88.01,2.276,31.9,56.6,209.4,1039.6,24.6,88.01,2.276,High Risk,428
SD-00812,CR-005,CMP-002,2026-08-19 04:06,89.8,2.405,34.4,59.9,234.6,1043.2,30.7,89.8,2.405,High Risk,425
SD-00813,CR-005,CMP-002,2026-08-19 07:42,86.33,2.455,32.2,57.9,199.3,1046.8,28.9,86.33,2.455,High Risk,423
SD-00814,CR-005,CMP-002,2026-08-19 11:18,87.86,2.575,37.0,67.5,203.2,1050.4,29.0,87.86,2.575,High Risk,421
SD-00815,CR-005,CMP-002,2026-08-19 14:54,91.26,2.369,31.7,68.4,211.8,1054.0,29.3,91.26,2.369,High Risk,419
SD-00816,CR-005,CMP-002,2026-08-19 18:30,87.74,2.267,32.3,61.5,201.5,1057.6,28.0,87.74,2.267,High Risk,417
SD-00817,CR-005,CMP-002,2026-08-19 22:06,85.7,2.292,36.0,64.4,206.9,1061.2,26.0,85.7,2.292,High Risk,414
SD-00818,CR-005,CMP-002,2026-08-20 01:42,87.47,2.414,35.9,65.7,206.0,1064.8,25.7,87.47,2.414,High Risk,412
SD-00819,CR-005,CMP-002,2026-08-20 05:18,90.83,2.356,32.4,67.3,216.6,1068.4,28.3,90.83,2.356,High Risk,410
SD-00820,CR-005,CMP-002,2026-08-20 08:54,87.1,2.522,37.2,60.5,220.8,1072.0,30.6,87.1,2.522,High Risk,408
SD-00821,CR-005,CMP-002,2026-08-20 12:30,94.56,2.546,35.8,67.7,213.6,1075.6,27.0,94.56,2.546,High Risk,406
SD-00822,CR-005,CMP-002,2026-08-20 16:06,89.4,2.546,30.1,61.4,218.8,1079.2,23.6,89.4,2.546,High Risk,403
SD-00823,CR-005,CMP-002,2026-08-20 19:42,94.48,2.688,32.6,64.2,210.0,1082.8,30.5,94.48,2.688,High Risk,401
SD-00824,CR-005,CMP-002,2026-08-20 23:18,93.22,2.32,35.8,61.2,210.7,1086.4,26.5,93.22,2.32,High Risk,399
SD-00825,CR-005,CMP-002,2026-08-21 02:54,95.25,2.696,31.8,56.7,206.9,1090.0,28.9,95.25,2.696,High Risk,397
SD-00826,CR-005,CMP-002,2026-08-21 06:30,91.6,2.738,36.4,65.9,212.6,1093.6,25.2,91.6,2.738,High Risk,395
SD-00827,CR-005,CMP-002,2026-08-21 10:06,90.63,2.719,33.8,64.0,207.5,1097.2,25.9,90.63,2.719,High Risk,392
SD-00828,CR-005,CMP-002,2026-08-21 13:42,90.93,2.616,32.0,61.1,202.5,1100.8,30.2,90.93,2.616,High Risk,390
SD-00829,CR-005,CMP-002,2026-08-21 17:18,90.62,2.798,38.6,61.7,201.9,1104.4,23.8,90.62,2.798,High Risk,388
SD-00830,CR-005,CMP-002,2026-08-21 20:54,87.8,2.384,38.1,62.5,213.1,1108.0,23.6,87.8,2.384,High Risk,386
SD-00831,CR-005,CMP-002,2026-08-22 00:30,88.61,2.733,34.9,61.4,214.5,1111.6,31.3,88.61,2.733,High Risk,384
SD-00832,CR-005,CMP-002,2026-08-22 04:06,91.17,2.62,34.6,71.6,193.2,1115.2,29.4,91.17,2.62,High Risk,381
SD-00833,CR-005,CMP-002,2026-08-22 07:42,91.55,2.705,32.0,61.8,215.7,1118.8,34.2,91.55,2.705,High Risk,379
SD-00834,CR-005,CMP-002,2026-08-22 11:18,93.98,2.503,32.7,60.2,195.6,1122.4,27.3,93.98,2.503,High Risk,377
SD-00835,CR-005,CMP-002,2026-08-22 14:54,93.91,2.449,37.1,64.0,204.1,1126.0,27.7,93.91,2.449,High Risk,375
SD-00836,CR-005,CMP-002,2026-08-22 18:30,96.2,2.76,34.0,61.0,210.6,1129.6,27.0,96.2,2.76,High Risk,373
SD-00837,CR-005,CMP-002,2026-08-22 22:06,87.06,2.966,34.5,63.6,209.5,1133.2,26.5,87.06,2.966,High Risk,370
SD-00838,CR-005,CMP-002,2026-08-23 01:42,91.98,2.43,40.8,57.1,201.7,1136.8,27.1,91.98,2.43,High Risk,368
SD-00839,CR-005,CMP-002,2026-08-23 05:18,95.78,2.682,30.3,67.0,215.8,1140.4,29.1,95.78,2.682,High Risk,366
SD-00840,CR-005,CMP-002,2026-08-23 08:54,94.47,3.049,40.6,59.3,223.0,1144.0,28.8,94.47,3.049,High Risk,364
SD-00841,CR-005,CMP-002,2026-08-23 12:30,94.05,2.446,33.5,58.7,216.6,1147.6,30.1,94.05,2.446,High Risk,362
SD-00842,CR-005,CMP-002,2026-08-23 16:06,87.73,2.707,37.4,61.3,215.8,1151.2,28.7,87.73,2.707,High Risk,359
SD-00843,CR-005,CMP-002,2026-08-23 19:42,93.89,2.679,30.4,57.5,215.7,1154.8,28.0,93.89,2.679,High Risk,357
SD-00844,CR-005,CMP-002,2026-08-23 23:18,92.81,2.666,33.1,66.2,207.3,1158.4,25.3,92.81,2.666,High Risk,355
SD-00845,CR-005,CMP-002,2026-08-24 02:54,95.14,2.709,34.1,68.4,209.8,1162.0,28.6,95.14,2.709,High Risk,353
SD-00846,CR-005,CMP-002,2026-08-24 06:30,90.45,2.717,35.8,55.8,211.6,1165.6,28.2,90.45,2.717,High Risk,351
SD-00847,CR-005,CMP-002,2026-08-24 10:06,93.62,2.916,35.0,67.9,202.1,1169.2,28.3,93.62,2.916,High Risk,348
SD-00848,CR-005,CMP-002,2026-08-24 13:42,93.85,2.61,36.9,71.3,209.9,1172.8,29.0,93.85,2.61,High Risk,346
SD-00849,CR-005,CMP-002,2026-08-24 17:18,93.97,2.673,28.5,59.2,198.9,1176.4,31.4,93.97,2.673,High Risk,344
SD-00850,CR-005,CMP-002,2026-08-24 20:54,93.59,2.738,36.7,57.5,203.9,1180.0,28.1,93.59,2.738,High Risk,342
SD-00851,CR-005,CMP-002,2026-08-25 00:30,96.57,2.875,34.7,62.3,213.2,1183.6,28.4,96.57,2.875,High Risk,340
SD-00852,CR-005,CMP-002,2026-08-25 04:06,91.55,2.817,30.8,62.3,206.2,1187.2,33.1,91.55,2.817,High Risk,337
SD-00853,CR-005,CMP-002,2026-08-25 07:42,94.14,2.609,33.6,64.1,223.4,1190.8,26.8,94.14,2.609,High Risk,335
SD-00854,CR-005,CMP-002,2026-08-25 11:18,90.4,2.953,29.9,60.3,207.9,1194.4,27.9,90.4,2.953,High Risk,333
SD-00855,CR-005,CMP-002,2026-08-25 14:54,96.2,2.737,33.2,61.9,211.2,1198.0,28.2,96.2,2.737,High Risk,331
SD-00856,CR-005,CMP-002,2026-08-25 18:30,95.69,2.977,35.2,63.8,197.3,1201.6,28.1,95.69,2.977,High Risk,329
SD-00857,CR-005,CMP-002,2026-08-25 22:06,95.92,2.969,31.9,59.4,205.4,1205.2,29.1,95.92,2.969,High Risk,326
SD-00858,CR-005,CMP-002,2026-08-26 01:42,97.42,2.809,36.7,62.5,209.0,1208.8,27.6,97.42,2.809,High Risk,324
SD-00859,CR-005,CMP-002,2026-08-26 05:18,96.83,2.929,40.8,58.6,214.1,1212.4,26.9,96.83,2.929,High Risk,322
SD-00860,CR-005,CMP-002,2026-08-26 08:54,92.91,2.888,34.4,73.7,208.5,1216.0,25.7,92.91,2.888,High Risk,320
SD-00861,CR-005,CMP-002,2026-08-26 12:30,95.88,2.589,33.7,62.1,216.4,1219.6,29.9,95.88,2.589,High Risk,318
SD-00862,CR-005,CMP-002,2026-08-26 16:06,94.06,2.887,31.7,57.5,212.5,1223.2,25.5,94.06,2.887,High Risk,315
SD-00863,CR-005,CMP-002,2026-08-26 19:42,94.4,2.771,35.6,69.2,199.6,1226.8,24.3,94.4,2.771,High Risk,313
SD-00864,CR-005,CMP-002,2026-08-26 23:18,95.25,2.932,34.7,60.2,208.4,1230.4,28.7,95.25,2.932,High Risk,311
SD-00865,CR-005,CMP-002,2026-08-27 02:54,98.28,2.647,32.9,62.9,202.7,1234.0,31.5,98.28,2.647,High Risk,309
SD-00866,CR-005,CMP-002,2026-08-27 06:30,94.21,2.944,35.7,59.6,195.2,1237.6,27.1,94.21,2.944,High Risk,307
SD-00867,CR-005,CMP-002,2026-08-27 10:06,98.49,2.909,31.5,65.7,207.4,1241.2,27.0,98.49,2.909,High Risk,304
SD-00868,CR-005,CMP-002,2026-08-27 13:42,96.41,3.086,41.1,65.3,219.3,1244.8,27.0,96.41,3.086,High Risk,302
SD-00869,CR-005,CMP-002,2026-08-27 17:18,93.6,2.989,34.3,57.7,208.6,1248.4,28.8,93.6,2.989,High Risk,300
SD-00870,CR-005,CMP-002,2026-08-27 20:54,97.18,3.066,34.9,60.0,205.9,1252.0,25.6,97.18,3.066,High Risk,298
SD-00871,CR-005,CMP-002,2026-08-28 00:30,100.86,3.002,33.3,58.3,233.5,1255.6,25.9,100.86,3.002,High Risk,296
SD-00872,CR-005,CMP-002,2026-08-28 04:06,95.45,3.072,35.8,65.8,224.5,1259.2,29.0,95.45,3.072,High Risk,293
SD-00873,CR-005,CMP-002,2026-08-28 07:42,94.0,2.981,34.9,70.3,198.8,1262.8,30.4,94.0,2.981,High Risk,291
SD-00874,CR-005,CMP-002,2026-08-28 11:18,97.21,3.156,33.7,58.6,216.0,1266.4,29.3,97.21,3.156,High Risk,289
SD-00875,CR-005,CMP-002,2026-08-28 14:54,99.31,3.038,32.2,55.8,216.6,1270.0,28.8,99.31,3.038,High Risk,287
SD-00876,CR-005,CMP-002,2026-08-28 18:30,94.59,2.969,32.6,56.1,203.5,1273.6,25.7,94.59,2.969,High Risk,285
SD-00877,CR-005,CMP-002,2026-08-28 22:06,96.09,2.949,29.1,70.1,220.0,1277.2,26.4,96.09,2.949,High Risk,282
SD-00878,CR-005,CMP-002,2026-08-29 01:42,97.92,3.133,37.6,58.7,218.7,1280.8,26.9,97.92,3.133,High Risk,280
SD-00879,CR-005,CMP-002,2026-08-29 05:18,94.02,3.189,37.9,72.4,200.4,1284.4,29.4,94.02,3.189,High Risk,278
SD-00880,CR-005,CMP-002,2026-08-29 08:54,96.46,3.208,29.6,56.9,203.8,1288.0,28.2,96.46,3.208,High Risk,276
SD-00881,CR-005,CMP-002,2026-08-29 12:30,96.0,3.199,37.1,64.4,223.0,1291.6,28.8,96.0,3.199,High Risk,274
SD-00882,CR-005,CMP-002,2026-08-29 16:06,94.68,3.315,32.2,65.6,222.6,1295.2,28.9,94.68,3.315,High Risk,271
SD-00883,CR-005,CMP-002,2026-08-29 19:42,94.1,2.982,38.0,61.3,210.6,1298.8,29.5,94.1,2.982,High Risk,269
SD-00884,CR-005,CMP-002,2026-08-29 23:18,99.7,3.172,33.4,60.7,216.9,1302.4,29.1,99.7,3.172,High Risk,267
SD-00885,CR-005,CMP-002,2026-08-30 02:54,97.44,3.302,33.6,58.6,203.9,1306.0,26.0,97.44,3.302,High Risk,265
SD-00886,CR-005,CMP-002,2026-08-30 06:30,97.52,3.335,31.6,62.8,204.7,1309.6,27.5,97.52,3.335,High Risk,263
SD-00887,CR-005,CMP-002,2026-08-30 10:06,94.54,3.127,33.4,64.2,211.8,1313.2,25.6,94.54,3.127,High Risk,260
SD-00888,CR-005,CMP-002,2026-08-30 13:42,101.15,3.202,34.6,62.0,205.9,1316.8,28.4,101.15,3.202,High Risk,258
SD-00889,CR-005,CMP-002,2026-08-30 17:18,99.75,2.918,32.4,61.0,212.0,1320.4,30.4,99.75,2.918,High Risk,256
SD-00890,CR-005,CMP-002,2026-08-30 20:54,96.75,3.115,32.5,58.8,207.2,1324.0,29.5,96.75,3.115,High Risk,254
SD-00891,CR-005,CMP-002,2026-08-31 00:30,96.17,3.264,28.9,59.8,207.4,1327.6,31.3,96.17,3.264,High Risk,251
SD-00892,CR-005,CMP-002,2026-08-31 04:06,98.23,2.88,28.0,62.1,214.9,1331.2,28.8,98.23,2.88,High Risk,249
SD-00893,CR-005,CMP-002,2026-08-31 07:42,99.46,3.394,32.4,65.6,196.9,1334.8,26.2,99.46,3.394,High Risk,247
SD-00894,CR-005,CMP-002,2026-08-31 11:18,94.64,3.189,33.9,62.5,210.5,1338.4,26.1,94.64,3.189,High Risk,245
SD-00895,CR-005,CMP-002,2026-08-31 14:54,98.8,3.015,38.1,60.8,206.1,1342.0,31.2,98.8,3.015,High Risk,243
SD-00896,CR-005,CMP-002,2026-08-31 18:30,96.29,3.081,30.7,61.7,213.5,1345.6,29.5,96.29,3.081,High Risk,240
SD-00897,CR-005,CMP-002,2026-08-31 22:06,105.95,2.923,35.8,59.8,205.3,1349.2,26.8,105.95,2.923,High Risk,238
SD-00898,CR-005,CMP-002,2026-09-01 01:42,97.37,3.523,36.5,62.1,220.8,1352.8,25.0,97.37,3.523,High Risk,236
SD-00899,CR-005,CMP-002,2026-09-01 05:18,96.43,2.953,31.9,62.6,210.8,1356.4,28.3,96.43,2.953,High Risk,234
SD-00900,CR-005,CMP-002,2026-09-01 08:54,96.35,3.41,34.7,64.9,194.9,1360.0,28.6,96.35,3.41,High Risk,232
SD-00901,CR-005,CMP-002,2026-09-01 12:30,97.03,3.24,35.6,62.4,203.2,1363.6,28.0,97.03,3.24,High Risk,229
SD-00902,CR-005,CMP-002,2026-09-01 16:06,96.29,3.483,33.4,66.5,205.8,1367.2,27.0,96.29,3.483,High Risk,227
SD-00903,CR-005,CMP-002,2026-09-01 19:42,98.33,3.451,31.9,64.6,206.9,1370.8,24.0,98.33,3.451,High Risk,225
SD-00904,CR-005,CMP-002,2026-09-01 23:18,98.93,3.153,34.1,57.2,217.4,1374.4,27.8,98.93,3.153,High Risk,223
SD-00905,CR-005,CMP-002,2026-09-02 02:54,100.04,3.438,36.9,61.9,203.8,1378.0,24.5,100.04,3.438,High Risk,221
SD-00906,CR-005,CMP-002,2026-09-02 06:30,98.88,3.257,34.3,60.6,215.5,1381.6,26.8,98.88,3.257,High Risk,218
SD-00907,CR-005,CMP-002,2026-09-02 10:06,100.58,3.538,35.0,61.8,205.2,1385.2,26.7,100.58,3.538,High Risk,216
SD-00908,CR-005,CMP-002,2026-09-02 13:42,98.71,3.289,36.3,61.1,199.2,1388.8,31.5,98.71,3.289,High Risk,214
SD-00909,CR-005,CMP-002,2026-09-02 17:18,101.76,3.169,32.7,62.4,223.6,1392.4,25.8,101.76,3.169,High Risk,212
SD-00910,CR-005,CMP-002,2026-09-02 20:54,103.52,3.6,32.1,60.9,201.7,1396.0,27.6,103.52,3.6,High Risk,210
SD-00911,CR-005,CMP-002,2026-09-03 00:30,101.11,3.499,37.3,59.0,194.3,1399.6,28.0,101.11,3.499,High Risk,207
SD-00912,CR-005,CMP-002,2026-09-03 04:06,102.05,3.447,33.0,62.5,222.1,1403.2,28.8,102.05,3.447,High Risk,205
SD-00913,CR-005,CMP-002,2026-09-03 07:42,100.51,3.345,33.5,68.5,208.5,1406.8,28.0,100.51,3.345,High Risk,203
SD-00914,CR-005,CMP-002,2026-09-03 11:18,100.35,3.595,39.9,63.8,210.7,1410.4,28.1,100.35,3.595,High Risk,201
SD-00915,CR-005,CMP-002,2026-09-03 14:54,95.72,3.552,34.4,63.7,204.3,1414.0,27.2,95.72,3.552,High Risk,199
SD-00916,CR-005,CMP-002,2026-09-03 18:30,100.77,3.603,32.9,70.3,213.4,1417.6,25.4,100.77,3.603,High Risk,196
SD-00917,CR-005,CMP-002,2026-09-03 22:06,101.6,3.362,27.4,68.4,215.6,1421.2,29.1,101.6,3.362,High Risk,194
SD-00918,CR-005,CMP-002,2026-09-04 01:42,102.45,3.263,32.5,65.4,201.6,1424.8,22.9,102.45,3.263,High Risk,192
SD-00919,CR-005,CMP-002,2026-09-04 05:18,101.59,3.459,34.4,64.9,215.1,1428.4,28.5,101.59,3.459,High Risk,190
SD-00920,CR-005,CMP-002,2026-09-04 08:54,105.27,3.262,35.5,64.5,200.1,1432.0,25.0,105.27,3.262,High Risk,188
SD-00921,CR-005,CMP-002,2026-09-04 12:30,100.54,3.401,36.3,59.5,203.1,1435.6,26.8,100.54,3.401,Critical,186
SD-00922,CR-005,CMP-002,2026-09-04 16:06,105.32,3.512,33.5,61.6,220.3,1439.2,26.5,105.32,3.512,Critical,183
SD-00923,CR-005,CMP-002,2026-09-04 19:42,105.93,3.552,33.5,72.0,201.6,1442.8,27.3,105.93,3.552,Critical,181
SD-00924,CR-005,CMP-002,2026-09-04 23:18,99.68,3.673,39.1,68.7,219.8,1446.4,27.6,99.68,3.673,Critical,179
SD-00925,CR-005,CMP-002,2026-09-05 02:54,101.97,3.289,40.1,63.9,206.1,1450.0,30.7,101.97,3.289,Critical,177
SD-00926,CR-005,CMP-002,2026-09-05 06:30,100.57,3.611,33.5,64.6,209.5,1453.6,25.1,100.57,3.611,Critical,175
SD-00927,CR-005,CMP-002,2026-09-05 10:06,103.31,3.717,33.9,65.1,201.6,1457.2,27.9,103.31,3.717,Critical,172
SD-00928,CR-005,CMP-002,2026-09-05 13:42,101.68,3.682,34.1,64.8,218.7,1460.8,29.4,101.68,3.682,Critical,170
SD-00929,CR-005,CMP-002,2026-09-05 17:18,104.04,3.43,34.0,59.9,207.2,1464.4,27.3,104.04,3.43,Critical,168
SD-00930,CR-005,CMP-002,2026-09-05 20:54,101.03,3.296,32.0,62.8,199.2,1468.0,28.0,101.03,3.296,Critical,166
SD-00931,CR-005,CMP-002,2026-09-06 00:30,108.35,3.753,38.9,63.6,219.3,1471.6,26.6,108.35,3.753,Critical,164
SD-00932,CR-005,CMP-002,2026-09-06 04:06,102.11,3.199,37.6,68.2,205.6,1475.2,27.5,102.11,3.199,Critical,161
SD-00933,CR-005,CMP-002,2026-09-06 07:42,101.96,3.677,37.4,55.0,213.3,1478.8,27.4,101.96,3.677,Critical,159
SD-00934,CR-005,CMP-002,2026-09-06 11:18,104.24,3.699,33.4,61.6,208.3,1482.4,29.9,104.24,3.699,Critical,157
SD-00935,CR-005,CMP-002,2026-09-06 14:54,105.13,3.673,30.2,60.5,217.2,1486.0,28.1,105.13,3.673,Critical,155
SD-00936,CR-005,CMP-002,2026-09-06 18:30,105.85,3.915,37.1,62.4,205.9,1489.6,22.9,105.85,3.915,Critical,153
SD-00937,CR-005,CMP-002,2026-09-06 22:06,103.9,3.611,35.2,61.4,207.4,1493.2,24.4,103.9,3.611,Critical,150
SD-00938,CR-005,CMP-002,2026-09-07 01:42,102.09,3.741,39.1,61.6,212.6,1496.8,29.9,102.09,3.741,Critical,148
SD-00939,CR-005,CMP-002,2026-09-07 05:18,102.53,3.735,31.8,65.5,211.2,1500.4,28.6,102.53,3.735,Critical,146
SD-00940,CR-005,CMP-002,2026-09-07 08:54,102.72,3.796,40.3,58.0,207.3,1504.0,28.5,102.72,3.796,Critical,144
SD-00941,CR-005,CMP-002,2026-09-07 12:30,106.77,3.616,25.5,67.4,216.1,1507.6,24.5,106.77,3.616,Critical,142
SD-00942,CR-005,CMP-002,2026-09-07 16:06,103.4,3.945,38.3,65.8,208.6,1511.2,28.2,103.4,3.945,Critical,139
SD-00943,CR-005,CMP-002,2026-09-07 19:42,104.71,3.889,31.4,58.8,218.1,1514.8,27.9,104.71,3.889,Critical,137
SD-00944,CR-005,CMP-002,2026-09-07 23:18,108.61,3.629,33.8,58.3,210.1,1518.4,25.0,108.61,3.629,Critical,135
SD-00945,CR-005,CMP-002,2026-09-08 02:54,104.06,3.525,36.1,64.9,196.2,1522.0,30.7,104.06,3.525,Critical,133
SD-00946,CR-005,CMP-002,2026-09-08 06:30,111.64,3.757,32.1,73.3,199.4,1525.6,28.0,111.64,3.757,Critical,131
SD-00947,CR-005,CMP-002,2026-09-08 10:06,105.97,3.962,35.1,60.0,202.4,1529.2,27.3,105.97,3.962,Critical,128
SD-00948,CR-005,CMP-002,2026-09-08 13:42,103.12,3.777,32.3,56.0,220.0,1532.8,27.0,103.12,3.777,Critical,126
SD-00949,CR-005,CMP-002,2026-09-08 17:18,102.59,3.755,34.2,55.0,212.7,1536.4,25.9,102.59,3.755,Critical,124
SD-00950,CR-005,CMP-002,2026-09-08 20:54,110.16,3.869,32.8,59.0,209.2,1540.0,29.2,110.16,3.869,Critical,122
SD-00951,CR-005,CMP-002,2026-09-09 00:30,105.94,3.767,34.2,59.6,207.3,1543.6,23.8,105.94,3.767,Critical,120
SD-00952,CR-005,CMP-002,2026-09-09 04:06,108.55,3.855,31.7,69.6,210.7,1547.2,25.9,108.55,3.855,Critical,117
SD-00953,CR-005,CMP-002,2026-09-09 07:42,108.38,3.88,35.2,60.3,213.6,1550.8,27.5,108.38,3.88,Critical,115
SD-00954,CR-005,CMP-002,2026-09-09 11:18,107.75,3.544,32.7,68.9,203.9,1554.4,26.8,107.75,3.544,Critical,113
SD-00955,CR-005,CMP-002,2026-09-09 14:54,105.36,3.658,27.4,61.1,211.1,1558.0,27.9,105.36,3.658,Critical,111
SD-00956,CR-005,CMP-002,2026-09-09 18:30,106.24,3.856,37.1,61.2,205.4,1561.6,27.4,106.24,3.856,Critical,109
SD-00957,CR-005,CMP-002,2026-09-09 22:06,108.17,4.072,32.1,62.4,212.7,1565.2,26.0,108.17,4.072,Critical,106
SD-00958,CR-005,CMP-002,2026-09-10 01:42,106.89,3.65,28.7,63.5,206.9,1568.8,28.4,106.89,3.65,Critical,104
SD-00959,CR-005,CMP-002,2026-09-10 05:18,106.92,3.734,33.9,57.1,221.1,1572.4,25.3,106.92,3.734,Critical,102
SD-00960,CR-005,CMP-002,2026-09-10 08:54,106.59,3.734,35.7,60.7,205.9,1576.0,29.7,106.59,3.734,Critical,100
SD-00961,CR-005,CMP-002,2026-09-10 12:30,107.27,3.977,31.1,56.4,210.9,1579.6,27.4,107.27,3.977,Critical,98
SD-00962,CR-005,CMP-002,2026-09-10 16:06,108.89,3.898,34.6,55.5,225.1,1583.2,27.7,108.89,3.898,Critical,95
SD-00963,CR-005,CMP-002,2026-09-10 19:42,109.18,3.795,34.9,56.8,213.6,1586.8,27.3,109.18,3.795,Critical,93
SD-00964,CR-005,CMP-002,2026-09-10 23:18,107.63,4.035,30.3,59.3,213.7,1590.4,32.2,107.63,4.035,Critical,91
SD-00965,CR-005,CMP-002,2026-09-11 02:54,107.33,4.029,33.7,69.8,196.0,1594.0,28.2,107.33,4.029,Critical,89
SD-00966,CR-005,CMP-002,2026-09-11 06:30,103.74,3.574,34.9,62.6,207.7,1597.6,27.8,103.74,3.574,Critical,86
SD-00967,CR-005,CMP-002,2026-09-11 10:06,115.67,3.921,35.5,59.4,212.4,1601.2,27.5,115.67,3.921,Critical,84
SD-00968,CR-005,CMP-002,2026-09-11 13:42,107.01,4.243,37.5,62.5,191.6,1604.8,27.3,107.01,4.243,Critical,82
SD-00969,CR-005,CMP-002,2026-09-11 17:18,114.92,3.945,37.3,67.8,211.8,1608.4,26.3,114.92,3.945,Critical,80
SD-00970,CR-005,CMP-002,2026-09-11 20:54,102.19,4.093,31.6,62.7,200.0,1612.0,27.5,102.19,4.093,Critical,78
SD-00971,CR-005,CMP-002,2026-09-12 00:30,108.48,4.04,30.7,66.8,205.2,1615.6,24.7,108.48,4.04,Critical,75
